Breach Submission Date,Country,Covered Entity Type,Individuals Affected,Breach Type,Breache location (Asset),Year
05/06/2013,US,Healthcare Provider,537,Loss,Other Portable Electronic Device,2013
05/03/2013,US,Healthcare Provider,2500,Theft,Other,2013
05/01/2013,US,Healthcare Provider,3800,Theft,Other Portable Electronic Device,2013
05/01/2013,US,Healthcare Provider,1580,Theft,Desktop Computer,2013
04/30/2013,US,Healthcare Provider,17300,Improper Disposal,Paper/Films,2013
04/29/2013,US,Business Associate,14829,Loss,Paper/Films,2013
04/26/2013,US,Healthcare Provider,700,Theft,Desktop Computer,2013
04/26/2013,US,Healthcare Provider,857,Unauthorized Access/Disclosure,Other,2013
04/25/2013,US,Healthcare Provider,818,Other,Email,2013
04/17/2013,US,Healthcare Provider,1416,Theft,Desktop Computer,2013
04/12/2013,US,Healthcare Provider,3131,Unauthorized Access/Disclosure,Other,2013
04/11/2013,US,Healthcare Provider,1076,Theft,Laptop,2013
04/11/2013,US,Healthcare Provider,589,Theft,Paper/Films,2013
04/10/2013,US,Healthcare Provider,7405,Theft,Laptop,2013
04/05/2013,US,Business Associate,3794,Unauthorized Access/Disclosure,Paper/Films,2013
04/05/2013,US,Healthcare Provider,554,Theft,Paper/Films,2013
04/04/2013,US,Healthcare Provider,5370,Theft,Paper/Films,2013
04/04/2013,US,Business Associate,2360,Theft,Network Server,2013
04/03/2013,US,Healthcare Provider,12542,Theft,Electronic Medical Record,2013
04/03/2013,US,Healthcare Provider,14519,Other,Network Server,2013
04/02/2013,US,Healthcare Provider,1025,Theft,Electronic Medical Record,2013
03/29/2013,US,Business Associate,2400,Unauthorized Access/Disclosure,Paper/Films,2013
03/29/2013,US,Business Associate,629,Theft,Laptop,2013
03/29/2013,US,Healthcare Provider,2082,Other,Paper/Films,2013
03/26/2013,US,Healthcare Provider,1114,Theft,Laptop,2013
03/22/2013,US,Healthcare Provider,697,Unauthorized Access/Disclosure,Paper/Films,2013
03/22/2013,US,Healthcare Provider,2600,Loss,Paper/Films,2013
03/21/2013,US,Healthcare Provider,500,Loss,Laptop,2013
03/20/2013,US,Healthcare Provider,8727,Hacking/IT Incident,Network Server,2013
03/19/2013,US,Healthcare Provider,6300,Hacking/IT Incident,Network Server,2013
03/15/2013,US,Healthcare Provider,3269,Theft,Electronic Medical Record,2013
03/15/2013,US,Healthcare Provider,628,Theft,Paper/Films,2013
03/14/2013,US,Business Associate,1678,Theft,Network Server,2013
03/12/2013,US,Business Associate,6400,Hacking/IT Incident,Network Server,2013
03/09/2013,US,Healthcare Provider,12299,Theft,Laptop,2013
03/08/2013,US,Healthcare Provider,1382,Unauthorized Access/Disclosure,Network Server,2013
03/06/2013,US,Healthcare Provider,1200,Theft,Desktop Computer,2013
03/06/2013,US,Business Associate,6332,Loss,Other Portable Electronic Device,2013
03/04/2013,US,Business Associate,18162,Theft,Laptop,2013
03/04/2013,US,Healthcare Provider,1920,Other,Email,2013
03/04/2013,US,Healthcare Provider,527,Theft,Paper/Films,2013
03/02/2013,US,Healthcare Provider,834,Unauthorized Access/Disclosure,Electronic Medical Record,2013
03/01/2013,US,Business Associate,500,Unauthorized Access/Disclosure,Other,2013
03/01/2013,US,Business Associate,28187,Theft,Other Portable Electronic Device,2013
03/01/2013,US,Business Associate,2261,Theft,Paper/Films,2013
02/27/2013,US,Healthcare Provider,3000,Theft,Laptop,2013
02/25/2013,US,Health Plan,686,Theft,Paper/Films,2013
02/22/2013,US,Healthcare Provider,109000,Theft,Desktop Computer,2013
02/21/2013,US,Healthcare Provider,501,Theft,Laptop,2013
02/21/2013,US,Healthcare Provider,8500,Theft,Desktop Computer,2013
02/20/2013,US,Healthcare Provider,6400,Hacking/IT Incident,Network Server,2013
02/19/2013,US,Business Associate,3667,Unauthorized Access/Disclosure,Paper/Films,2013
02/18/2013,US,Healthcare Provider,18000,Unauthorized Access/Disclosure,Network Server,2013
02/17/2013,US,Healthcare Provider,778,Theft,Laptop,2013
02/15/2013,US,Healthcare Provider,1819,Theft,Laptop,2013
02/14/2013,US,Healthcare Provider,4027,Theft,Laptop,2013
02/14/2013,US,Healthcare Provider,716,Theft,Other Portable Electronic Device,2013
02/13/2013,US,Healthcare Provider,566,Other,Paper/Films,2013
02/12/2013,US,Healthcare Provider,43549,Hacking/IT Incident,Network Server,2013
02/12/2013,US,Business Associate,1368,Other,Paper/Films,2013
02/12/2013,US,Healthcare Provider,5822,Theft,Laptop,2013
02/11/2013,US,Healthcare Provider,500,Loss,Laptop,2013
02/07/2013,US,Healthcare Provider,1200,Theft,Laptop,2013
02/06/2013,US,Business Associate,1000,Theft,Desktop Computer,2013
02/04/2013,US,Business Associate,1103,Theft,Laptop,2013
02/02/2013,US,Healthcare Provider,2400,Theft,Desktop Computer,2013
01/31/2013,US,Business Associate,16988,Improper Disposal,Paper/Films,2013
01/30/2013,US,Business Associate,8911,Theft,Desktop Computer,2013
01/25/2013,US,Healthcare Provider,2400,Theft,Paper/Films,2013
01/24/2013,US,Healthcare Provider,29021,Theft,Laptop,2013
01/23/2013,US,Healthcare Provider,56500,Theft,Laptop,2013
01/22/2013,US,Business Associate,725,Theft,Paper/Films,2013
01/22/2013,US,Healthcare Provider,678,Unauthorized Access/Disclosure,Electronic Medical Record,2013
01/18/2013,US,Healthcare Provider,1184,Loss,Other,2013
01/17/2013,US,Healthcare Provider,3230,Theft,Laptop,2013
01/15/2013,US,Healthcare Provider,1312,Hacking/IT Incident,Electronic Medical Record,2013
01/11/2013,US,Healthcare Provider,1105,Theft,Laptop,2013
01/11/2013,US,Healthcare Provider,19178,Theft,Laptop,2013
01/10/2013,US,Business Associate,4100,Hacking/IT Incident,Network Server,2013
01/10/2013,US,Healthcare Provider,1400,Theft,Laptop,2013
01/10/2013,US,Business Associate,7250,Hacking/IT Incident,Network Server,2013
01/08/2013,US,Health Plan,852,Unauthorized Access/Disclosure,Paper/Films,2013
01/08/2013,US,Business Associate,635,Unauthorized Access/Disclosure,Paper/Films,2013
01/08/2013,US,Healthcare Provider,1483,Improper Disposal,Paper/Films,2013
01/07/2013,US,Business Associate,4125,Hacking/IT Incident,Network Server,2013
01/04/2013,US,Healthcare Provider,532,Theft,Desktop Computer,2013
01/02/2013,US,Health Plan,1771,Theft,Paper/Films,2013
12/31/2012,US,Healthcare Provider,2988,Hacking/IT Incident,Desktop Computer,2012
12/31/2012,US,Business Associate,56820,Theft,Laptop,2012
12/28/2012,US,Business Associate,4343,Hacking/IT Incident,Network Server,2012
12/28/2012,US,Business Associate,1090,Theft,Laptop,2012
12/27/2012,US,Healthcare Provider,27800,Hacking/IT Incident,Network Server,2012
12/26/2012,US,Healthcare Provider,28893,Theft,Laptop,2012
12/23/2012,US,Healthcare Provider,4100,Other,Laptop,2012
12/23/2012,US,Health Plan,2643,Unauthorized Access/Disclosure,Other,2012
12/21/2012,US,Healthcare Provider,35488,Theft,Paper/Films,2012
12/21/2012,US,Business Associate,28187,Unauthorized Access/Disclosure,Other,2012
12/20/2012,US,Healthcare Provider,850,Theft,Laptop,2012
12/20/2012,US,Health Plan,2863,Other,Paper/Films,2012
12/14/2012,US,Healthcare Provider,4929,Theft,Desktop Computer,2012
12/13/2012,US,Healthcare Provider,752,Theft,Desktop Computer,2012
12/13/2012,US,Business Associate,958,Theft,Desktop Computer,2012
12/13/2012,US,Business Associate,905,Theft,Desktop Computer,2012
12/10/2012,US,Healthcare Provider,6601,Unauthorized Access/Disclosure,Network Server,2012
12/07/2012,US,Healthcare Provider,4907,Theft,Paper/Films,2012
12/07/2012,US,Healthcare Provider,5600,Hacking/IT Incident,Email,2012
11/30/2012,US,Healthcare Provider,1846,Loss,Other Portable Electronic Device,2012
11/30/2012,US,Healthcare Provider,683,Theft,Laptop,2012
11/29/2012,US,Business Associate,1500,Theft,Desktop Computer,2012
11/29/2012,US,Business Associate,931,Theft,Desktop Computer,2012
11/29/2012,US,Healthcare Provider,1370,Unauthorized Access/Disclosure,Paper/Films,2012
11/29/2012,US,Healthcare Provider,1100,Improper Disposal,Paper/Films,2012
11/29/2012,US,Business Associate,500,Unauthorized Access/Disclosure,Network Server,2012
11/29/2012,US,Healthcare Provider,613,Theft,Laptop,2012
11/29/2012,US,Healthcare Clearing House,10000,Theft,Desktop Computer,2012
11/28/2012,US,Healthcare Provider,1749,Theft,Desktop Computer,2012
11/27/2012,US,Healthcare Provider,1306,Theft,Paper/Films,2012
11/26/2012,US,Business Associate,2575,Other,Other,2012
11/26/2012,US,Healthcare Provider,615,Theft,Desktop Computer,2012
11/21/2012,US,Business Associate,501,Improper Disposal,Paper/Films,2012
11/21/2012,US,Healthcare Provider,540,Theft,Laptop,2012
11/21/2012,US,Healthcare Provider,14511,Theft,Other Portable Electronic Device,2012
11/21/2012,US,Healthcare Provider,540,Theft,Laptop,2012
11/20/2012,US,Healthcare Provider,674,Hacking/IT Incident,Desktop Computer,2012
11/17/2012,US,Health Plan,18000,Other,Other,2012
11/16/2012,US,Healthcare Provider,5748,Loss,Other Portable Electronic Device,2012
11/08/2012,US,Healthcare Provider,3897,Loss,Other Portable Electronic Device,2012
11/07/2012,US,Healthcare Provider,6262,Loss,Paper/Films,2012
11/05/2012,US,Healthcare Provider,14004,Loss,Other Portable Electronic Device,2012
11/05/2012,US,Healthcare Provider,10271,Theft,Electronic Medical Record,2012
11/05/2012,US,Healthcare Provider,2560,Theft,Electronic Medical Record,2012
11/05/2012,US,Health Plan,3266,Theft,Laptop,2012
11/05/2012,US,Health Plan,1420,Theft,Laptop,2012
11/05/2012,US,Healthcare Provider,2777,Loss,Other Portable Electronic Device,2012
11/02/2012,US,Business Associate,508,Theft,Paper/Films,2012
11/01/2012,US,Business Associate,1017,Theft,Network Server,2012
10/31/2012,US,Healthcare Provider,674,Unauthorized Access/Disclosure,Desktop Computer,2012
10/29/2012,US,Healthcare Provider,500,Improper Disposal,Paper/Films,2012
10/26/2012,US,Healthcare Provider,955,Theft,Paper/Films,2012
10/26/2012,US,Healthcare Provider,1500,Theft,Paper/Films,2012
10/26/2012,US,Health Plan,501,Theft,Paper/Films,2012
10/23/2012,US,Healthcare Provider,2900,Hacking/IT Incident,Network Server,2012
10/23/2012,US,Healthcare Provider,638,Theft,Paper/Films,2012
10/22/2012,US,Health Plan,18000,Other,Paper/Films,2012
10/22/2012,US,Healthcare Provider,980,Theft,Desktop Computer,2012
10/18/2012,US,Healthcare Provider,3440,Theft,Other,2012
10/18/2012,US,Healthcare Provider,116506,Theft,Laptop,2012
10/17/2012,US,Healthcare Provider,27799,Theft,Laptop,2012
10/15/2012,US,Healthcare Provider,13000,Hacking/IT Incident,Network Server,2012
10/12/2012,US,Healthcare Provider,2376,Theft,Other Portable Electronic Device,2012
10/10/2012,US,Healthcare Provider,65700,Theft,Laptop,2012
10/08/2012,US,Business Associate,13074,Improper Disposal,Paper/Films,2012
09/19/2012,US,Healthcare Provider,2500,Unauthorized Access/Disclosure,Email,2012
09/17/2012,US,Healthcare Provider,3031,Theft,Desktop Computer,2012
09/17/2012,US,Healthcare Provider,2435,Theft,Laptop,2012
09/14/2012,US,Healthcare Provider,13000,Theft,Laptop,2012
09/14/2012,US,Healthcare Provider,5827,Theft,Other Portable Electronic Device,2012
09/14/2012,US,Business Associate,5713,Loss,Other Portable Electronic Device,2012
09/13/2012,US,Healthcare Provider,4873,Theft,Other Portable Electronic Device,2012
09/12/2012,US,Healthcare Provider,2365,Hacking/IT Incident,Network Server,2012
09/07/2012,US,Healthcare Provider,64846,Other,Paper/Films,2012
09/07/2012,US,Healthcare Provider,942,Theft,Laptop,2012
09/05/2012,US,Healthcare Provider,800,Hacking/IT Incident,Network Server,2012
08/31/2012,US,Healthcare Provider,4000,Theft,Laptop,2012
08/28/2012,US,Healthcare Provider,55000,Theft,Other Portable Electronic Device,2012
08/28/2012,US,Healthcare Provider,500,Theft,Laptop,2012
08/21/2012,US,Health Plan,754,Other,Paper/Films,2012
08/17/2012,US,Healthcare Provider,2264,Loss,Other Portable Electronic Device,2012
08/17/2012,US,Healthcare Provider,3183,Theft,Laptop,2012
08/16/2012,US,Healthcare Provider,105646,Theft,Electronic Medical Record,2012
08/15/2012,US,Healthcare Provider,11000,Theft,Laptop,2012
08/15/2012,US,Healthcare Provider,1175,Theft,Other Portable Electronic Device,2012
08/15/2012,US,Healthcare Provider,603,Theft,Desktop Computer,2012
08/10/2012,US,Business Associate,66601,Theft,Laptop,2012
08/03/2012,US,Healthcare Provider,2875,Theft,Paper/Films,2012
08/03/2012,US,Healthcare Provider,2300,Theft,Desktop Computer,2012
07/31/2012,US,Healthcare Provider,702,Theft,Other,2012
07/31/2012,US,Healthcare Provider,7461,Theft,Laptop,2012
07/30/2012,US,Business Associate,7461,Theft,Laptop,2012
07/30/2012,US,Healthcare Provider,1240,Theft,Paper/Films,2012
07/27/2012,US,Healthcare Provider,4211,Theft,Other Portable Electronic Device,2012
07/27/2012,US,Healthcare Provider,4800,Theft,Network Server,2012
07/25/2012,US,Healthcare Provider,1504,Theft,Other,2012
07/25/2012,US,Healthcare Provider,7067,Hacking/IT Incident,Network Server,2012
07/23/2012,US,Healthcare Provider,8488,Theft,Desktop Computer,2012
07/20/2012,US,Healthcare Provider,3900,Theft,Laptop,2012
07/17/2012,US,Healthcare Provider,2917,Loss,Other Portable Electronic Device,2012
07/16/2012,US,Healthcare Provider,4354,Hacking/IT Incident,Network Server,2012
07/16/2012,US,Healthcare Provider,1112,Loss,Other Portable Electronic Device,2012
07/16/2012,US,Healthcare Provider,1298,Theft,Paper/Films,2012
07/13/2012,US,Business Associate,2533,Loss,Other Portable Electronic Device,2012
07/12/2012,US,Healthcare Provider,1500,Theft,Paper/Films,2012
07/05/2012,US,Healthcare Provider,2462,Unauthorized Access/Disclosure,Electronic Medical Record,2012
07/03/2012,US,Healthcare Provider,585,Theft,Laptop,2012
06/25/2012,US,Healthcare Provider,9953,Unauthorized Access/Disclosure,Desktop Computer,2012
06/22/2012,US,Healthcare Provider,708,Theft,Other Portable Electronic Device,2012
06/22/2012,US,Healthcare Provider,824,Theft,Laptop,2012
06/19/2012,US,Healthcare Provider,4490,Theft,Laptop,2012
06/14/2012,US,Healthcare Provider,1409,Theft,Paper/Films,2012
06/08/2012,US,Healthcare Provider,568,Theft,Other,2012
06/06/2012,US,Healthcare Provider,11136,Theft,Desktop Computer,2012
06/04/2012,US,Healthcare Provider,2557,Theft,Other Portable Electronic Device,2012
06/04/2012,US,Business Associate,1444,Theft,Laptop,2012
06/04/2012,US,Healthcare Provider,824,Loss,Other Portable Electronic Device,2012
05/31/2012,US,Health Plan,1102,Loss,Paper/Films,2012
05/29/2012,US,Healthcare Provider,756,Theft,Other Portable Electronic Device,2012
05/26/2012,US,Healthcare Provider,500,Theft,Other,2012
05/26/2012,US,Healthcare Provider,5700,Loss,Laptop,2012
05/25/2012,US,Healthcare Provider,925,Theft,Desktop Computer,2012
05/24/2012,US,Healthcare Provider,12937,Theft,Paper/Films,2012
05/23/2012,US,Healthcare Provider,745,Theft,Paper/Films,2012
05/22/2012,US,Business Associate,15000,Unauthorized Access/Disclosure,Other,2012
05/22/2012,US,Healthcare Provider,2159,Theft,Laptop,2012
05/21/2012,US,Health Plan,3000,Theft,Laptop,2012
05/19/2012,US,Healthcare Provider,1137,Loss,Laptop,2012
05/18/2012,US,Healthcare Provider,591,Unauthorized Access/Disclosure,Other,2012
05/18/2012,US,Healthcare Provider,1900,Theft,Other,2012
05/18/2012,US,Health Plan,19100,Unauthorized Access/Disclosure,Other,2012
05/18/2012,US,Healthcare Provider,17000,Loss,Laptop,2012
05/14/2012,US,Healthcare Provider,3900,Loss,Other Portable Electronic Device,2012
05/14/2012,US,Healthcare Provider,4000,Theft,Laptop,2012
05/11/2012,US,Health Plan,1134,Unauthorized Access/Disclosure,Email,2012
05/11/2012,US,Health Plan,3000,Improper Disposal,Paper/Films,2012
05/10/2012,US,Healthcare Provider,2905,Theft,Paper/Films,2012
05/08/2012,US,Healthcare Provider,7000,Hacking/IT Incident,Network Server,2012
05/04/2012,US,Healthcare Provider,1655,Improper Disposal,Paper/Films,2012
05/04/2012,US,Healthcare Provider,1597,Theft,Network Server,2012
05/03/2012,US,Healthcare Provider,3000,Hacking/IT Incident,Network Server,2012
05/03/2012,US,Healthcare Provider,750,Theft,Paper/Films,2012
05/01/2012,US,Healthcare Provider,42000,Hacking/IT Incident,Network Server,2012
04/30/2012,US,Healthcare Provider,590,Theft,Paper/Films,2012
04/26/2012,US,Healthcare Provider,961,Theft,Network Server,2012
04/26/2012,US,Healthcare Provider,550,Theft,Paper/Films,2012
04/24/2012,US,Health Plan,228435,Unauthorized Access/Disclosure,Email,2012
04/23/2012,US,Healthcare Provider,750,Theft,Paper/Films,2012
04/20/2012,US,Healthcare Provider,7121,Unauthorized Access/Disclosure,Other,2012
04/20/2012,US,Healthcare Provider,4400,Theft,Desktop Computer,2012
04/18/2012,US,Healthcare Provider,315000,Other,Other,2012
04/16/2012,US,Healthcare Provider,1000,Improper Disposal,Paper/Films,2012
04/13/2012,US,Healthcare Provider,2100,Theft,Electronic Medical Record,2012
04/13/2012,US,Health Plan,9497,Other,Other,2012
04/12/2012,US,Healthcare Provider,1000,Improper Disposal,Paper/Films,2012
04/11/2012,US,Business Associate,780000,Hacking/IT Incident,Network Server,2012
04/10/2012,US,Business Associate,2000,Theft,Other,2012
04/10/2012,US,Business Associate,555,Unauthorized Access/Disclosure,Paper/Films,2012
04/10/2012,US,Health Plan,933,Unauthorized Access/Disclosure,Email,2012
04/10/2012,US,Healthcare Provider,1000,Unauthorized Access/Disclosure,Email,2012
04/09/2012,US,Healthcare Provider,9565,Loss,Other Portable Electronic Device,2012
04/06/2012,US,Healthcare Provider,6831,Loss,Paper/Films,2012
04/06/2012,US,Health Plan,1229,Unauthorized Access/Disclosure,Email,2012
04/04/2012,US,Healthcare Provider,502,Theft,Paper/Films,2012
04/03/2012,US,Health Plan,642,Unauthorized Access/Disclosure,Email,2012
03/29/2012,US,Healthcare Provider,712,Theft,Paper/Films,2012
03/23/2012,US,Healthcare Provider,1370,Unauthorized Access/Disclosure,Other,2012
03/23/2012,US,Business Associate,3482,Other,Paper/Films,2012
03/23/2012,US,Healthcare Provider,750,Unauthorized Access/Disclosure,Network Server,2012
03/16/2012,US,Healthcare Provider,1972,Theft,Other Portable Electronic Device,2012
03/15/2012,US,Healthcare Provider,513,Theft,Laptop,2012
03/15/2012,US,Business Associate,7606,Theft,Other Portable Electronic Device,2012
03/14/2012,US,Health Plan,875,Theft,Paper/Films,2012
03/13/2012,US,Business Associate,7923,Theft,Laptop,2012
03/13/2012,US,Healthcare Provider,577,Theft,Laptop,2012
03/12/2012,US,Healthcare Provider,1431,Theft,Paper/Films,2012
03/12/2012,US,Business Associate,27098,Theft,Laptop,2012
03/12/2012,US,Business Associate,4645,Theft,Laptop,2012
03/12/2012,US,Business Associate,10000,Theft,Other Portable Electronic Device,2012
03/09/2012,US,Healthcare Provider,20000,Theft,Laptop,2012
03/06/2012,US,Healthcare Provider,1182,Other,Paper/Films,2012
